Newman et al. (2015, HESS) daily data - PREC and TEMP: DAYMET - PET: Priestly-Taylor
1.0000000    ! dt in "days" (all data in mm/day)
YYYY   MM   DD   HH      PREC    POT_ET     OBS_Q      TEMP
2010   02   18   24      0.00      1.89      4.08      6.11
2010   02   19   24      0.00      2.06      3.54      8.77
2010   02   20   24      0.00      2.22      2.35     10.58
2010   02   21   24      0.00      2.32      1.37     14.81
2010   02   22   24      1.60      2.00      0.96     13.28
2010   02   23   24      2.10      1.52      0.76      6.50
2010   02   24   24      4.14      1.41      0.67      4.65
2010   02   25   24      0.00      2.01      0.62      4.90
2010   02   26   24     11.28      1.54      0.62      6.70
2010   02   27   24     12.54      1.49      0.92      7.79
2010   02   28   24      0.00      2.40      1.31      9.08
2010   03   01   24     17.92      1.85      1.64      8.97
2010   03   02   24     18.62      1.40      2.40      5.93
2010   03   03   24      0.00      2.17      3.14      5.69
2010   03   04   24      0.00      2.41      3.67      7.52
2010   03   05   24      0.00      2.59      4.26      9.94
2010   03   06   24      0.00      2.73      4.63     11.06
2010   03   07   24      0.00      2.74      4.65     11.96
2010   03   08   24      1.35      2.16      4.33     12.53
2010   03   09   24      3.45      1.78      3.33     15.59
2010   03   10   24      1.57      2.26      1.80     19.25
2010   03   11   24      0.02      3.24      1.06     19.01
2010   03   12   24      1.40      3.11      0.81     15.09
2010   03   13   24      0.00      2.90      0.70     13.14
2010   03   14   24      0.00      3.17      0.62     13.59
2010   03   15   24      0.00      3.29      0.55     15.20
2010   03   16   24      0.00      2.75      0.48     13.40
2010   03   17   24      0.00      2.55      0.43     12.99
2010   03   18   24      0.00      3.13      0.38     12.74
2010   03   19   24      0.00      3.26      0.35     12.99
2010   03   20   24      2.58      3.10      0.33     13.13
2010   03   21   24      5.69      2.50      0.31      9.86
2010   03   22   24      0.05      2.45      0.30      8.00
2010   03   23   24      0.00      3.43      0.30     13.05
2010   03   24   24      0.00      3.43      0.30     14.84
2010   03   25   24     16.94      2.33      0.31     15.73
2010   03   26   24      0.00      3.21      0.34     15.02
2010   03   27   24      0.00      3.51      0.47     15.39
2010   03   28   24      0.00      3.27      0.63     14.58
2010   03   29   24      0.00      3.34      0.65     12.46
2010   03   30   24      0.00      3.77      0.54     14.20
2010   03   31   24      0.00      4.02      0.43     17.08
2010   04   01   24      0.00      3.92      0.35     18.81
2010   04   02   24      0.37      3.76      0.29     20.69
2010   04   03   24      3.70      3.02      0.26     22.41
2010   04   04   24      0.00      3.91      0.24     23.00
2010   04   05   24      0.00      3.85      0.23     22.81
2010   04   06   24      0.00      3.79      0.22     22.56
2010   04   07   24      3.37      3.75      0.21     22.05
2010   04   08   24      5.61      3.25      0.20     15.78
2010   04   09   24      0.00      3.91      0.19     13.48
2010   04   10   24      0.00      4.18      0.17     16.00
2010   04   11   24      0.00      4.36      0.16     17.11
2010   04   12   24      0.00      4.48      0.16     18.30
2010   04   13   24      0.00      4.46      0.16     19.84
2010   04   14   24      1.68      4.32      0.17     20.03
2010   04   15   24      0.00      4.50      0.16     21.39
2010   04   16   24      0.00      4.51      0.14     20.50
2010   04   17   24      0.00      4.55      0.13     20.61
2010   04   18   24      0.47      3.88      0.13     20.34
2010   04   19   24      0.72      3.82      0.12     18.42
2010   04   20   24      0.00      3.79      0.12     18.50
2010   04   21   24      0.00      4.35      0.11     17.99
2010   04   22   24      0.00      4.56      0.11     19.99
2010   04   23   24      3.03      3.25      0.11     21.38
2010   04   24   24      4.94      3.04      0.11     22.47
2010   04   25   24      0.00      4.74      0.10     20.66
2010   04   26   24      0.00      4.88      0.10     19.86
2010   04   27   24      2.02      4.65      0.10     18.75
2010   04   28   24      0.00      4.67      0.10     16.59
2010   04   29   24      0.00      4.80      0.09     20.19
2010   04   30   24      0.82      3.72      0.09     23.35
2010   05   01   24      1.87      2.64      0.09     25.00
2010   05   02   24      1.26      4.16      0.09     24.39
2010   05   03   24      0.37      5.47      0.09     21.94
2010   05   04   24      0.00      5.56      0.09     22.93
2010   05   05   24      0.00      5.57      0.09     22.92
2010   05   06   24      0.00      5.54      0.08     23.07
2010   05   07   24      0.00      5.33      0.08     25.16
2010   05   08   24      0.00      4.75      0.08     23.45
2010   05   09   24      0.00      3.96      0.08     19.48
2010   05   10   24      0.00      4.28      0.07     21.48
2010   05   11   24      0.00      4.89      0.07     25.82
2010   05   12   24      0.00      4.58      0.07     27.16
2010   05   13   24      0.00      4.33      0.07     27.20
2010   05   14   24      0.00      4.83      0.06     26.35
2010   05   15   24     12.30      3.46      0.06     24.29
2010   05   16   24      2.76      4.16      0.07     23.62
2010   05   17   24     19.30      4.38      0.07     24.61
2010   05   18   24      1.56      5.11      0.07     25.39
2010   05   19   24      0.00      5.22      0.07     25.73
2010   05   20   24      0.00      5.08      0.08     26.58
2010   05   21   24      0.00      5.28      0.08     27.33
2010   05   22   24      0.00      5.30      0.08     27.57
2010   05   23   24      0.00      5.17      0.07     27.80
2010   05   24   24      0.00      5.60      0.07     27.80
2010   05   25   24      0.00      5.99      0.06     27.02
2010   05   26   24      4.17      4.96      0.07     27.07
2010   05   27   24     12.50      4.60      0.07     26.18
2010   05   28   24      0.00      5.84      0.06     26.80
2010   05   29   24      0.00      5.90      0.06     27.38
2010   05   30   24      0.01      5.79      0.06     25.78
2010   05   31   24      3.46      5.48      0.06     26.20
2010   06   01   24      4.22      4.73      0.06     27.48
2010   06   02   24      0.00      5.51      0.06     27.44
2010   06   03   24      5.14      3.76      0.06     26.32
2010   06   04   24     22.64      3.17      0.07     24.99
2010   06   05   24     12.75      3.33      0.08     25.77
2010   06   06   24      0.17      5.22      0.08     28.34
2010   06   07   24      1.96      5.10      0.09     28.94
2010   06   08   24      1.91      5.24      0.10     27.82
2010   06   09   24      0.00      5.22      0.08     28.66
2010   06   10   24      0.00      5.37      0.08     28.58
2010   06   11   24      0.00      5.58      0.07     28.65
2010   06   12   24      0.00      5.43      0.06     29.48
2010   06   13   24      0.00      5.67      0.06     29.23
2010   06   14   24      0.00      5.94      0.06     29.06
2010   06   15   24      0.00      5.96      0.05     28.91
2010   06   16   24      0.00      6.04      0.05     29.34
2010   06   17   24      0.00      6.16      0.05     29.18
2010   06   18   24      0.00      6.13      0.05     29.68
2010   06   19   24      0.00      6.19      0.05     29.97
2010   06   20   24      0.00      6.26      0.05     30.55
2010   06   21   24      0.00      6.36      0.05     30.04
2010   06   22   24      0.00      6.27      0.05     30.27
2010   06   23   24     10.47      4.75      0.05     29.13
2010   06   24   24     16.42      4.44      0.05     28.36
2010   06   25   24      0.05      5.87      0.05     29.03
2010   06   26   24      0.00      6.08      0.05     29.31
2010   06   27   24      0.00      5.96      0.05     29.50
2010   06   28   24      4.40      4.84      0.06     29.50
2010   06   29   24      4.13      4.83      0.05     28.76
2010   06   30   24      6.99      3.79      0.05     27.82
2010   07   01   24      7.58      3.28      0.05     27.02
2010   07   02   24     10.20      3.62      0.06     27.21
2010   07   03   24      0.00      4.59      0.06     27.70
2010   07   04   24      1.92      5.11      0.06     28.37
2010   07   05   24      0.00      5.68      0.06     28.51
2010   07   06   24      8.60      3.95      0.06     27.51
2010   07   07   24      9.93      3.14      0.05     27.19
2010   07   08   24      6.85      4.24      0.05     27.76
2010   07   09   24      0.00      5.70      0.05     28.72
2010   07   10   24      0.00      5.69      0.05     29.14
2010   07   11   24      0.00      5.61      0.05     28.78
2010   07   12   24      0.00      5.86      0.05     28.76
2010   07   13   24      0.00      5.70      0.05     29.79
2010   07   14   24      0.00      6.11      0.05     29.35
2010   07   15   24      0.00      6.15      0.04     30.04
2010   07   16   24      0.00      6.16      0.04     30.34
2010   07   17   24     21.03      4.26      0.05     28.50
2010   07   18   24     15.75      4.18      0.05     27.99
2010   07   19   24     24.57      3.82      0.05     27.64
2010   07   20   24      7.92      4.10      0.05     27.74
2010   07   21   24      0.00      5.62      0.05     29.02
2010   07   22   24      0.00      5.48      0.06     28.98
2010   07   23   24      0.36      5.69      0.07     29.02
2010   07   24   24      0.00      5.52      0.06     29.52
2010   07   25   24      0.00      5.39      0.13     29.67
2010   07   26   24      5.21      4.47      0.14     29.02
2010   07   27   24     18.78      4.02      0.10     27.73
2010   07   28   24     19.93      4.09      0.08     27.66
2010   07   29   24      0.00      5.81      0.06     28.44
2010   07   30   24      0.00      6.06      0.05     29.24
2010   07   31   24      0.00      6.14      0.05     30.38
2010   08   01   24      0.00      6.15      0.05     31.30
2010   08   02   24      0.00      6.27      0.05     31.87
2010   08   03   24      0.00      5.93      0.04     32.23
2010   08   04   24      0.00      5.77      0.04     31.84
2010   08   05   24      3.29      5.12      0.04     30.11
2010   08   06   24     15.71      3.92      0.04     28.88
2010   08   07   24      4.77      5.12      0.04     29.24
2010   08   08   24      0.00      5.50      0.04     30.12
2010   08   09   24      0.00      5.61      0.04     30.89
2010   08   10   24      0.00      5.41      0.05     30.60
2010   08   11   24      0.13      5.47      0.05     30.66
2010   08   12   24      0.00      5.45      0.04     31.11
2010   08   13   24      0.07      4.93      0.05     30.83
2010   08   14   24      0.10      5.11      0.04     30.64
2010   08   15   24      0.78      5.21      0.04     31.73
2010   08   16   24      3.95      4.23      0.04     30.82
2010   08   17   24      0.40      5.29      0.04     29.77
2010   08   18   24     13.56      3.57      0.04     29.07
2010   08   19   24      3.65      3.88      0.05     28.94
2010   08   20   24      7.03      3.59      0.05     28.91
2010   08   21   24      0.00      4.98      0.04     29.84
2010   08   22   24      0.00      5.37      0.04     31.08
2010   08   23   24      3.82      5.03      0.04     30.37
2010   08   24   24      0.00      5.35      0.05     30.23
2010   08   25   24      0.00      5.49      0.05     27.94
2010   08   26   24      0.00      5.13      0.04     27.62
2010   08   27   24      0.00      5.20      0.04     27.09
2010   08   28   24      0.00      4.86      0.04     27.80
2010   08   29   24     12.50      3.53      0.04     28.04
2010   08   30   24      0.50      4.47      0.04     28.45
2010   08   31   24      0.00      4.52      0.04     28.64
2010   09   01   24      0.00      4.72      0.04     27.38
2010   09   02   24      0.00      4.77      0.04     28.00
2010   09   03   24      7.52      4.00      0.03     27.28
2010   09   04   24      0.00      4.56      0.04     26.11
2010   09   05   24      0.00      4.82      0.04     25.01
2010   09   06   24      5.49      3.98      0.03     26.37
2010   09   07   24      7.39      3.38      0.04     27.65
2010   09   08   24      7.36      3.35      0.03     28.17
2010   09   09   24      1.95      3.83      0.03     28.23
2010   09   10   24      0.00      4.36      0.03     28.77
2010   09   11   24      0.00      4.51      0.03     29.34
2010   09   12   24      0.00      4.27      0.03     29.17
2010   09   13   24      0.00      4.74      0.03     27.31
2010   09   14   24      0.00      4.82      0.03     25.74
2010   09   15   24      0.00      4.70      0.04     26.81
2010   09   16   24      0.00      4.64      0.03     27.43
2010   09   17   24      0.00      4.41      0.03     28.49
2010   09   18   24      0.00      4.44      0.03     28.38
2010   09   19   24      0.00      4.20      0.03     28.59
2010   09   20   24      0.00      4.20      0.03     27.45
2010   09   21   24      0.00      4.25      0.03     26.98
2010   09   22   24      0.00      3.98      0.03     28.00
2010   09   23   24      0.08      3.88      0.03     27.84
2010   09   24   24      0.00      4.10      0.03     27.95
2010   09   25   24      1.29      3.92      0.03     27.68
2010   09   26   24      0.00      3.75      0.03     26.44
2010   09   27   24      0.00      3.69      0.03     21.62
2010   09   28   24      0.00      3.53      0.03     19.83
2010   09   29   24      0.00      3.71      0.03     21.46
2010   09   30   24      0.00      3.77      0.03     22.52
2010   10   01   24      0.00      3.61      0.03     22.86
2010   10   02   24      0.00      3.54      0.03     20.81
2010   10   03   24      0.00      3.22      0.03     19.68
2010   10   04   24      0.00      2.98      0.03     16.15
2010   10   05   24      0.00      2.99      0.03     15.77
2010   10   06   24      0.00      3.05      0.03     16.64
2010   10   07   24      0.00      3.14      0.03     18.34
2010   10   08   24      0.00      3.27      0.03     20.68
2010   10   09   24      0.00      3.34      0.03     22.38
2010   10   10   24      0.00      3.24      0.03     22.72
2010   10   11   24      3.62      2.95      0.03     22.75
2010   10   12   24     14.38      2.42      0.03     22.89
2010   10   13   24      0.00      2.84      0.03     21.43
2010   10   14   24      0.00      2.73      0.03     20.52
2010   10   15   24      0.00      2.70      0.03     17.45
2010   10   16   24      0.00      2.78      0.03     19.19
2010   10   17   24      0.00      2.76      0.03     20.12
2010   10   18   24      0.00      2.70      0.03     20.52
2010   10   19   24      0.00      2.62      0.03     22.02
2010   10   20   24      2.16      2.41      0.03     22.87
2010   10   21   24      0.00      2.45      0.03     22.59
2010   10   22   24      0.00      2.42      0.03     22.44
2010   10   23   24      0.00      2.42      0.03     21.64
2010   10   24   24      0.00      2.37      0.03     23.46
2010   10   25   24      0.00      2.30      0.03     25.28
2010   10   26   24      0.00      2.07      0.03     26.78
2010   10   27   24      2.48      2.02      0.03     26.62
2010   10   28   24      1.96      2.11      0.03     22.84
2010   10   29   24      0.00      2.03      0.03     15.77
2010   10   30   24      0.00      1.94      0.03     14.02
2010   10   31   24      0.00      2.03      0.03     16.18
2010   11   01   24      0.00      2.12      0.03     19.86
2010   11   02   24     35.62      1.35      0.03     19.97
2010   11   03   24     16.66      1.01      0.04     15.73
2010   11   04   24      3.88      1.23      0.03     14.29
2010   11   05   24      0.00      1.55      0.03     10.86
2010   11   06   24      0.00      1.54      0.04      9.25
2010   11   07   24      0.00      1.59      0.05     10.55
2010   11   08   24      0.00      1.66      0.04     12.35
2010   11   09   24      0.00      1.73      0.04     14.20
2010   11   10   24      0.00      1.84      0.04     18.23
2010   11   11   24      0.00      1.87      0.03     19.58
2010   11   12   24      0.00      1.83      0.03     17.79
2010   11   13   24      2.79      1.44      0.03     15.77
2010   11   14   24      4.92      1.11      0.03     10.05
2010   11   15   24     27.52      1.08      0.04     11.89
2010   11   16   24      4.58      1.12      0.04     12.09
2010   11   17   24      0.91      1.42      0.04     10.99
2010   11   18   24      0.00      1.36      0.04     12.25
2010   11   19   24      0.00      1.16      0.04      9.55
2010   11   20   24      0.00      1.32      0.05     10.71
2010   11   21   24      0.00      1.59      0.04     16.59
2010   11   22   24      0.00      1.67      0.04     21.47
2010   11   23   24      0.29      1.56      0.04     23.47
2010   11   24   24      0.00      1.49      0.04     23.73
2010   11   25   24     10.60      1.48      0.03     21.60
2010   11   26   24      9.94      1.14      0.04     11.52
2010   11   27   24      0.30      1.02      0.04      5.37
2010   11   28   24      0.00      1.17      0.04      8.74
2010   11   29   24      6.21      1.24      0.04     15.19
2010   11   30   24     12.89      1.13      0.05     12.27
2010   12   01   24      0.00      1.05      0.05      6.17
2010   12   02   24      0.00      1.12      0.05      8.78
2010   12   03   24      0.00      1.23      0.05     12.10
2010   12   04   24      0.00      1.36      0.04     15.64
2010   12   05   24      0.00      1.14      0.04     10.36
2010   12   06   24      0.00      0.92      0.04      4.54
2010   12   07   24      0.32      0.94      0.04      4.65
2010   12   08   24      5.36      0.84      0.04      6.01
2010   12   09   24      0.00      0.91      0.04      4.50
2010   12   10   24      0.00      1.02      0.04      7.73
2010   12   11   24      0.00      1.23      0.04     13.68
2010   12   12   24      0.00      1.09      0.04      9.90
2010   12   13   24      0.00      0.85      0.04      3.47
2010   12   14   24      0.00      0.87      0.04      3.53
2010   12   15   24      0.00      1.07      0.04      9.74
2010   12   16   24      0.00      1.28      0.04     16.69
2010   12   17   24      0.00      1.10      0.04     11.45
2010   12   18   24      1.44      0.86      0.04      6.61
2010   12   19   24      0.00      0.95      0.04      6.61
2010   12   20   24      0.00      1.02      0.04      8.62
2010   12   21   24      0.00      1.25      0.04     16.45
2010   12   22   24      0.21      1.32      0.04     18.12
2010   12   23   24      0.00      1.07      0.04      9.86
2010   12   24   24      0.00      1.03      0.04      8.84
2010   12   25   24      9.26      0.86      0.04      7.80
2010   12   26   24      0.00      0.75      0.04      2.90
2010   12   27   24      0.00      0.81      0.04      1.27
2010   12   28   24      0.00      0.91      0.04      4.63
2010   12   29   24      7.67      1.00      0.04      9.92
2010   12   30   24     19.50      1.06      0.05     14.64
2010   12   31   24     13.38      1.19      0.05     17.93
2011   01   01   24      3.54      1.21      0.05     12.80
2011   01   02   24      0.00      0.99      0.06      5.82
2011   01   03   24      0.00      0.97      0.07      4.81
2011   01   04   24      0.38      1.17      0.09     10.45
2011   01   05   24      5.45      1.17      0.08     13.92
2011   01   06   24      0.00      1.20      0.06     10.63
2011   01   07   24      0.00      1.23      0.06     11.15
2011   01   08   24      0.00      1.21      0.05     10.24
2011   01   09   24      3.29      0.87      0.05      5.73
2011   01   10   24      0.13      0.65      0.05      1.94
2011   01   11   24      0.00      0.79      0.05      1.91
2011   01   12   24      0.00      0.89      0.04      0.58
2011   01   13   24      0.00      0.88      0.04     -0.25
2011   01   14   24      0.00      0.91      0.04      2.46
2011   01   15   24      0.00      1.03      0.04      7.04
2011   01   16   24     18.84      0.93      0.04      9.88
2011   01   17   24     20.19      0.88      0.05     11.13
2011   01   18   24      3.21      1.01      0.05     10.72
2011   01   19   24      1.29      1.17      0.05     10.24
2011   01   20   24      0.71      1.28      0.07      9.14
2011   01   21   24      1.61      1.14      0.07      4.47
2011   01   22   24      0.00      1.10      0.07      2.77
2011   01   23   24      0.00      1.27      0.06      5.95
2011   01   24   24     14.16      1.12      0.06      9.01
2011   01   25   24     24.82      0.95      0.08      8.83
2011   01   26   24      0.00      1.29      0.10      6.00
2011   01   27   24      0.00      1.40      0.12      7.75
2011   01   28   24      0.00      1.59      0.13     10.88
2011   01   29   24      0.00      1.69      0.12     12.69
2011   01   30   24     12.39      1.38      0.10     13.47
2011   01   31   24      9.49      1.40      0.09     13.80
2011   02   01   24     10.04      1.44      0.10     11.16
2011   02   02   24     18.77      1.20      0.13      2.45
2011   02   03   24      0.00      0.86      0.16     -2.05
2011   02   04   24     10.83      0.63      0.23     -1.42
2011   02   05   24      5.93      1.14      0.28      0.11
2011   02   06   24      2.07      1.60      0.32      6.10
2011   02   07   24      2.71      1.67      0.33      7.48
2011   02   08   24      0.00      1.54      0.31      3.23
2011   02   09   24      2.20      1.39      0.29      4.12
2011   02   10   24      2.92      1.16      0.27      0.77
2011   02   11   24      0.00      1.42      0.26      0.25
2011   02   12   24      0.00      1.74      0.24      4.19
2011   02   13   24      0.00      2.01      0.23      8.66
2011   02   14   24      0.00      2.26      0.20     12.58
2011   02   15   24      0.00      2.28      0.17     14.77
2011   02   16   24      0.00      2.17      0.15     15.46
2011   02   17   24      0.00      2.07      0.13     16.77
2011   02   18   24      0.00      2.21      0.12     18.95
2011   02   19   24      0.00      2.53      0.11     18.04
2011   02   20   24      0.00      2.47      0.10     18.11
2011   02   21   24      0.00      2.39      0.09     20.44
2011   02   22   24      0.00      2.27      0.09     18.31
2011   02   23   24      0.00      2.39      0.09     18.14
2011   02   24   24      0.94      2.54      0.08     21.55
2011   02   25   24      1.51      2.63      0.08     17.15
2011   02   26   24      0.00      2.60      0.07     14.25
2011   02   27   24      0.00      2.77      0.07     19.38
2011   02   28   24      1.91      2.71      0.07     20.66
2011   03   01   24      0.00      2.76      0.07     14.77
2011   03   02   24      0.00      2.71      0.06     13.56
2011   03   03   24      0.00      2.85      0.06     15.29
2011   03   04   24      0.00      2.79      0.06     19.29
2011   03   05   24     18.02      2.01      0.06     16.39
2011   03   06   24      1.01      2.26      0.10     10.08
2011   03   07   24      0.00      2.32      0.16      9.23
2011   03   08   24     27.18      2.14      0.17     14.06
2011   03   09   24     39.04      2.15      1.47     15.85
2011   03   10   24      0.00      2.72      4.05     11.62
2011   03   11   24      0.00      2.85      2.29     11.22
2011   03   12   24      0.00      3.07      1.69     14.53
2011   03   13   24      0.00      3.02      1.71     18.49
2011   03   14   24      3.07      2.69      1.61     16.70
2011   03   15   24      9.75      2.39      1.08     11.68
2011   03   16   24      0.00      3.14      0.62     13.69
2011   03   17   24      0.00      3.42      0.44     17.68
2011   03   18   24      0.00      3.38      0.35     21.08
2011   03   19   24      0.00      3.48      0.28     21.30
2011   03   20   24      0.00      3.63      0.24     20.77
2011   03   21   24      0.00      3.72      0.20     21.05
2011   03   22   24      0.00      3.46      0.18     22.16
2011   03   23   24      0.00      3.27      0.16     23.27
2011   03   24   24      0.00      3.76      0.14     20.73
2011   03   25   24      0.00      3.84      0.13     19.31
2011   03   26   24      0.00      3.78      0.12     22.35
2011   03   27   24      0.00      3.60      0.11     18.91
2011   03   28   24      0.00      2.82      0.11     13.35
2011   03   29   24      0.00      3.11      0.10     15.34
2011   03   30   24     12.27      2.32      0.12     14.74
2011   03   31   24      0.00      3.17      0.12     13.30
2011   04   01   24      0.00      3.95      0.11     16.95
2011   04   02   24      0.00      4.30      0.10     20.36
2011   04   03   24      0.00      3.91      0.10     22.96
2011   04   04   24      0.00      4.09      0.10     21.24
2011   04   05   24      7.01      3.42      0.12     13.73
2011   04   06   24      0.00      3.87      0.12     14.02
2011   04   07   24      0.00      4.22      0.11     18.68
2011   04   08   24      0.00      4.15      0.10     23.98
2011   04   09   24      0.00      4.18      0.10     25.42
2011   04   10   24      0.00      4.04      0.09     26.26
2011   04   11   24      0.00      4.28      0.09     24.26
2011   04   12   24      0.16      4.56      0.08     18.88
2011   04   13   24      0.00      4.54      0.08     17.96
2011   04   14   24      0.00      4.59      0.07     20.13
2011   04   15   24      7.08      3.36      0.07     22.01
2011   04   16   24      0.00      4.52      0.07     18.14
2011   04   17   24      0.00      4.51      0.07     16.62
2011   04   18   24      0.00      4.33      0.07     20.59
2011   04   19   24      0.00      3.88      0.06     25.81
2011   04   20   24      0.00      4.03      0.06     26.62
2011   04   21   24      0.00      4.10      0.06     26.23
2011   04   22   24      0.00      4.08      0.06     25.58
2011   04   23   24      0.00      4.36      0.06     25.43
2011   04   24   24      0.00      4.36      0.05     25.99
2011   04   25   24      0.00      4.31      0.05     26.16
2011   04   26   24     12.32      3.84      0.06     23.33
2011   04   27   24      8.22      3.75      0.05     23.66
2011   04   28   24      0.00      5.36      0.05     20.74
2011   04   29   24      0.00      4.71      0.05     16.82
2011   04   30   24      0.00      4.79      0.05     19.26
2011   05   01   24      0.00      3.94      0.05     24.02
2011   05   02   24      4.18      4.66      0.05     23.82
2011   05   03   24     11.52      3.74      0.05     17.04
2011   05   04   24      0.00      4.50      0.05     14.58
2011   05   05   24      0.00      4.68      0.05     17.22
2011   05   06   24      0.00      4.96      0.05     19.06
2011   05   07   24      0.00      5.31      0.05     21.02
2011   05   08   24      0.00      5.08      0.05     24.43
2011   05   09   24      0.00      4.91      0.05     26.48
2011   05   10   24      0.00      4.85      0.05     26.88
2011   05   11   24      0.00      5.12      0.04     25.26
2011   05   12   24      0.00      4.94      0.04     25.18
2011   05   13   24      0.00      5.37      0.04     25.22
2011   05   14   24      0.00      5.16      0.04     19.77
2011   05   15   24      0.00      4.85      0.04     16.38
2011   05   16   24      0.00      4.89      0.04     18.02
2011   05   17   24      0.00      5.13      0.04     17.62
2011   05   18   24      0.00      5.31      0.04     19.82
2011   05   19   24      0.00      5.17      0.04     23.46
2011   05   20   24      0.00      4.86      0.04     26.91
2011   05   21   24     16.38      4.26      0.04     25.90
2011   05   22   24      0.00      4.92      0.04     26.82
2011   05   23   24      0.00      4.67      0.04     27.49
2011   05   24   24      0.00      4.72      0.04     27.68
2011   05   25   24      0.00      4.72      0.03     28.41
2011   05   26   24      6.97      4.59      0.03     26.08
2011   05   27   24      0.00      5.91      0.03     24.49
2011   05   28   24      0.00      5.75      0.03     27.63
2011   05   29   24      0.00      5.50      0.03     28.20
2011   05   30   24      0.00      5.40      0.03     28.59
2011   05   31   24      0.00      5.61      0.03     28.33
2011   06   01   24      0.00      5.90      0.03     28.52
2011   06   02   24      0.00      6.20      0.03     29.86
2011   06   03   24      0.00      6.21      0.03     29.22
2011   06   04   24      0.00      6.22      0.03     29.30
2011   06   05   24      0.00      6.24      0.03     30.41
2011   06   06   24      0.00      6.37      0.03     30.01
2011   06   07   24      0.00      6.14      0.03     29.52
2011   06   08   24      0.00      5.91      0.03     28.82
2011   06   09   24      0.00      5.84      0.03     28.25
2011   06   10   24      0.32      5.71      0.03     28.05
2011   06   11   24      0.00      5.86      0.03     28.03
2011   06   12   24      0.00      5.89      0.03     29.09
2011   06   13   24      0.00      5.97      0.03     29.34
2011   06   14   24      0.00      5.97      0.03     29.80
2011   06   15   24      0.00      5.94      0.03     29.88
2011   06   16   24      0.00      5.88      0.03     30.80
2011   06   17   24      0.00      5.82      0.03     30.82
2011   06   18   24      0.00      5.76      0.02     31.48
2011   06   19   24      0.00      5.77      0.02     31.61
2011   06   20   24      0.00      5.50      0.02     30.59
2011   06   21   24     34.96      3.20      0.05     27.48
2011   06   22   24     42.82      2.49      0.30     24.62
2011   06   23   24     34.42      3.16      0.76     25.51
2011   06   24   24      0.00      5.07      0.63     27.65
2011   06   25   24      0.00      5.39      0.25     28.45
2011   06   26   24      0.00      5.49      0.12     28.97
2011   06   27   24      0.00      5.44      0.09     29.80
2011   06   28   24      0.00      5.56      0.07     29.60
2011   06   29   24      0.00      5.77      0.06     29.43
2011   06   30   24      0.00      5.71      0.05     29.71
2011   07   01   24      0.00      5.90      0.05     30.19
2011   07   02   24      0.00      5.97      0.04     30.62
2011   07   03   24      0.00      6.10      0.04     30.50
2011   07   04   24      0.00      5.85      0.04     30.07
2011   07   05   24      5.80      4.32      0.04     27.80
2011   07   06   24      0.46      5.04      0.04     27.54
2011   07   07   24      0.00      5.93      0.03     28.70
2011   07   08   24      0.00      5.56      0.03     30.23
2011   07   09   24      0.00      5.49      0.03     30.57
2011   07   10   24      0.00      5.94      0.03     30.24
2011   07   11   24      0.00      6.11      0.03     30.60
2011   07   12   24      0.00      5.92      0.03     31.23
2011   07   13   24      0.00      5.95      0.03     31.43
2011   07   14   24      2.61      4.57      0.03     29.33
2011   07   15   24      4.49      3.85      0.03     28.23
2011   07   16   24     13.15      3.89      0.04     28.70
2011   07   17   24      7.18      4.00      0.04     28.69
2011   07   18   24      1.82      5.16      0.04     29.18
2011   07   19   24      3.12      4.36      0.03     29.11
2011   07   20   24      0.00      5.66      0.05     28.76
2011   07   21   24      0.00      5.55      0.04     29.49
2011   07   22   24      0.00      5.72      0.04     29.93
2011   07   23   24      6.43      4.82      0.03     30.15
2011   07   24   24      0.00      5.53      0.03     30.09
2011   07   25   24      2.11      3.94      0.03     28.18
2011   07   26   24      5.35      3.51      0.03     27.61
2011   07   27   24      5.50      3.46      0.03     27.55
2011   07   28   24     13.11      3.83      0.03     27.29
2011   07   29   24     11.32      3.61      0.04     27.68
2011   07   30   24      1.13      5.19      0.03     28.67
2011   07   31   24      0.00      5.95      0.03     30.19
2011   08   01   24      0.00      6.16      0.03     31.25
2011   08   02   24      0.00      6.07      0.03     31.86
2011   08   03   24      0.00      6.20      0.03     31.94
2011   08   04   24      0.00      6.18      0.03     31.93
2011   08   05   24      0.00      6.08      0.03     31.77
2011   08   06   24      0.00      5.87      0.03     31.85
2011   08   07   24      0.00      5.89      0.03     31.89
2011   08   08   24      0.00      5.84      0.03     31.88
2011   08   09   24      0.00      5.89      0.03     32.12
2011   08   10   24      0.00      5.82      0.02     32.41
2011   08   11   24      0.00      5.76      0.02     31.39
2011   08   12   24      0.00      5.74      0.02     31.41
2011   08   13   24      0.00      5.81      0.02     31.66
2011   08   14   24      0.00      5.53      0.02     31.34
2011   08   15   24      0.00      5.90      0.02     30.57
2011   08   16   24      0.00      5.97      0.02     31.23
2011   08   17   24      0.00      5.88      0.02     31.98
2011   08   18   24      0.00      5.97      0.02     32.81
2011   08   19   24      0.00      6.10      0.02     32.13
2011   08   20   24      0.00      5.68      0.02     31.96
2011   08   21   24      0.00      5.68      0.02     31.43
2011   08   22   24      0.00      5.53      0.02     31.68
2011   08   23   24      2.21      4.95      0.02     31.45
2011   08   24   24      7.84      4.21      0.02     30.38
2011   08   25   24     14.81      4.10      0.02     29.23
2011   08   26   24      0.00      5.22      0.02     30.25
